Marital_status,Application_mode,Application_order,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,Status
5,39,1,1,1,-0.9761310143078692,37,37,9,9,0.7396708609125054,0,0,0,1,0,1,37,-0.3045174163605091,-0.5203297926791717,8,0.06441588839141525,0.4874711748464598,0,-0.2876857311500217,-0.5729499728367128,11,-0.16396806807497186,0.6015665244580859,2,16.2,0.3,Dropout
2,39,1,1,1,0.013552923694129249,19,1,4,8,1.1640585730344886,0,0,0,1,0,0,41,2.117830767836674,1.4248783921049621,10,1.608865524196154,0.38859827169794076,0,1.1956938200922778,0.31094650034529636,7,0.7848163428370591,0.384365462476655,0,10.8,1.4,Graduate
2,39,1,0,1,1.2903207521089222,37,37,9,6,0.8697251597885971,0,0,0,1,0,0,60,6.558802438864843,4.537211487759576,18,4.079984941483736,0.7071887373987241,0,5.151372623405077,2.9626359198913237,13,2.682385164661121,0.7653027096440872,0,15.5,2.8,Graduate
2,39,1,0,1,-0.9761310143078692,1,19,9,9,1.4378570969841542,0,0,0,1,0,0,47,2.117830767836674,1.813920029061789,11,1.9177554513571018,0.8290321129958893,0,2.6790733713345776,1.1948429735273056,9,1.4173392834450798,1.0475527050599571,0,10.8,1.4,Graduate
1,39,1,1,1,0.013552923694129249,37,11,9,7,-2.142058603657726,0,0,1,0,0,0,50,-0.3045174163605091,-0.13128815572234495,6,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-0.5729499728367128,6,-1.4290139492910132,-1.8310853697339375,0,12.4,0.5,Dropout
2,39,1,1,19,0.013552923694129249,38,38,90,90,-0.38290308728112343,1,0,0,1,0,0,45,-0.3045174163605091,-0.5203297926791717,5,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-0.5729499728367128,5,-1.4290139492910132,-1.8310853697339375,0,7.6,2.6,Dropout
1,39,1,0,1,-2.48709885858573,37,37,9,8,2.238717779536926,0,0,1,0,0,0,45,-0.3045174163605091,-0.5203297926791717,5,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-0.5729499728367128,5,-1.4290139492910132,-1.8310853697339375,0,15.5,2.8,Dropout
2,39,1,0,1,0.013552923694129249,37,37,90,90,-1.1632288805376712,0,0,0,1,0,0,33,-0.3045174163605091,-0.5203297926791717,7,-0.24447403876953253,0.5863440779949788,0,-0.2876857311500217,-0.5729499728367128,6,0.15229340222903848,0.28532177821312266,0,7.6,2.6,Graduate
1,1,1,0,1,0.7614820066116709,3,3,2,2,0.11677921892701634,0,0,0,1,0,0,18,-0.3045174163605091,0.6467951181913085,8,0.6821957427133108,0.5083757315121461,0,-0.2876857311500217,0.7528947369363009,8,0.7848163428370591,0.5600376814072358,0,10.8,1.4,Graduate
2,39,1,0,1,-0.9761310143078692,37,37,6,6,1.5542214696627614,0,0,0,1,0,0,43,-0.3045174163605091,-0.5203297926791717,8,0.06441588839141525,0.5863440779949788,2,-0.2876857311500217,-0.5729499728367128,5,0.15229340222903848,0.7961786759934477,0,9.4,-0.8,Graduate
1,43,1,1,1,2.1213530664617455,19,37,4,10,-1.8682600797080602,0,0,0,1,0,0,44,3.329004859935266,2.5920033029754426,18,2.5355353056789975,0.2593029368114164,0,4.162452922576877,2.0787394467093145,11,2.0498622240531006,0.3583013350388834,0,12.7,3.7,Graduate
1,39,1,0,9,0.013552923694129249,34,36,0,90,-1.354887847302437,0,0,0,1,0,0,29,-0.3045174163605091,-0.5203297926791717,5,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-0.5729499728367128,5,-1.4290139492910132,-1.8310853697339375,0,7.6,2.6,Dropout
4,39,1,0,1,0.5348368299699917,2,1,3,9,2.9232140894110903,0,0,1,0,0,0,53,-0.3045174163605091,-0.13128815572234495,11,-0.5533639659304803,0.7511322499091773,0,-0.2876857311500217,-0.1310017362457082,6,-1.4290139492910132,-1.8310853697339375,0,12.7,3.7,Dropout
1,43,1,0,19,0.013552923694129249,38,38,4,4,0.8697251597885971,0,0,1,1,0,0,35,0.9066566757380826,1.4248783921049621,18,0.37330581555236303,0.4215559060807803,0,0.20677411926407815,1.1948429735273056,11,-0.4802295383789822,0.3583013350388834,2,16.2,0.3,Dropout
1,1,1,0,1,1.7436111053922805,19,38,9,5,2.9232140894110903,1,0,0,1,0,0,22,-0.3045174163605091,-2.4655379774633057,0,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-2.7826911557917358,0,-1.4290139492910132,-1.8310853697339375,0,7.6,2.6,Graduate
1,39,1,1,1,0.5348368299699917,37,37,90,5,-0.8072907994031056,0,0,0,0,0,0,33,-0.3045174163605091,-0.13128815572234495,6,-1.1711438202523758,0.0919795622523838,0,-0.2876857311500217,-0.1310017362457082,0,-1.4290139492910132,-1.8310853697339375,0,10.8,1.4,Dropout
1,7,3,0,3,-0.22064709216893877,37,26,90,10,0.18522884991443278,0,0,0,0,0,0,41,-0.3045174163605091,-0.5203297926791717,9,-1.4800337474133236,-2.0832243070150342,4,-0.2876857311500217,-0.5729499728367128,9,-1.4290139492910132,-1.8310853697339375,3,10.8,1.4,Dropout
4,7,1,0,3,0.5348368299699917,37,38,9,7,0.8697251597885971,0,0,0,1,0,0,51,1.31038137310428,0.25775348123448183,7,0.6821957427133108,0.9225119486999432,0,2.6790733713345776,0.7528947369363009,8,1.1010778131410695,1.1930050162335213,0,13.9,-0.3,Graduate
1,51,1,0,1,0.5348368299699917,12,5,3,3,-0.04749989544278349,0,0,0,1,0,0,19,0.5029319783718854,-0.13128815572234495,7,0.37330581555236303,0.7699651838422283,0,0.20677411926407815,0.31094650034529636,8,0.7848163428370591,0.7916174536918376,0,11.1,0.6,Graduate
1,39,1,1,1,0.013552923694129249,37,37,9,9,1.088763978948329,0,0,0,1,0,0,35,-0.3045174163605091,-0.5203297926791717,5,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-0.5729499728367128,5,-1.4290139492910132,-1.8310853697339375,0,11.1,0.6,Dropout
1,1,2,0,1,-0.1450986999550457,19,1,4,7,0.2810583332968162,1,0,0,1,0,0,20,-0.3045174163605091,-2.4655379774633057,0,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-2.7826911557917358,0,-1.4290139492910132,-1.8310853697339375,0,7.6,2.6,Graduate
1,1,1,0,1,-0.9761310143078692,19,37,9,9,-0.6156318326383396,0,0,1,0,0,1,18,-0.3045174163605091,-0.13128815572234495,11,0.06441588839141525,0.3226830029322613,0,-0.2876857311500217,-0.1310017362457082,15,-0.4802295383789822,0.3583013350388834,0,13.9,-0.3,Dropout
1,44,1,0,39,0.5348368299699917,2,1,4,6,0.8697251597885971,0,0,0,1,0,0,21,-0.3045174163605091,-0.13128815572234495,12,0.06441588839141525,0.31797476944899855,0,-0.2876857311500217,-0.1310017362457082,11,0.15229340222903848,0.29748503768408274,0,13.9,-0.3,Graduate
1,1,1,0,1,-0.06955030774115267,1,19,6,6,-0.17755419431887412,1,0,0,1,0,0,21,-0.3045174163605091,-0.13128815572234495,9,0.37330581555236303,0.28972536854942177,0,-0.2876857311500217,-0.1310017362457082,8,0.15229340222903848,0.28532177821312266,0,13.9,-0.3,Graduate
2,39,2,0,1,-0.22064709216893877,19,37,4,7,0.8697251597885971,0,0,0,1,0,0,34,-0.3045174163605091,-0.5203297926791717,10,-0.5533639659304803,0.22381009978374233,1,-0.2876857311500217,-0.5729499728367128,7,-0.16396806807497186,0.4951380040871847,0,9.4,-0.8,Graduate
4,39,1,0,1,0.5348368299699917,37,37,6,7,1.5542214696627614,1,0,0,1,0,0,34,-0.3045174163605091,-0.13128815572234495,9,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-0.1310017362457082,6,-1.4290139492910132,-1.8310853697339375,0,16.2,0.3,Dropout
1,17,2,0,1,-1.7316149364467996,3,3,4,10,-0.8004458363043643,1,0,0,1,0,0,21,-0.3045174163605091,-0.13128815572234495,10,0.37330581555236303,0.26500714276229204,0,-0.2876857311500217,-0.1310017362457082,8,0.15229340222903848,0.3583013350388834,0,11.1,0.6,Graduate
1,17,2,0,1,-0.22064709216893877,37,37,5,7,-0.26653871460251527,1,0,0,1,0,0,30,-0.3045174163605091,-0.13128815572234495,17,-0.8622538930914281,-0.10576624404465419,0,-0.2876857311500217,-0.1310017362457082,15,-0.4802295383789822,0.23666874032928237,0,7.6,2.6,Dropout
1,51,1,0,1,1.8947078898200664,1,19,8,8,-0.6977713898232396,1,0,0,1,0,0,20,0.09920728100568814,0.25775348123448183,7,0.37330581555236303,0.6522593467606582,0,0.20677411926407815,-0.1310017362457082,7,0.15229340222903848,0.5407502271032851,0,8.9,1.4,Dropout
1,1,1,0,1,-0.6739374454522971,19,19,9,7,-0.9168102089829714,1,0,0,1,0,0,18,-0.3045174163605091,-0.13128815572234495,0,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-0.1310017362457082,0,-1.4290139492910132,-1.8310853697339375,0,12.4,0.5,Dropout
1,1,1,0,1,0.23264326111441952,3,3,2,2,0.09624432963079063,0,0,0,1,0,0,19,-0.3045174163605091,-0.13128815572234495,7,0.37330581555236303,0.7699651838422283,0,-0.2876857311500217,-0.1310017362457082,6,0.46855487253304884,0.44952578107108426,0,8.9,1.4,Graduate
1,17,3,0,1,0.6859336143977778,3,3,3,3,0.3837327797779408,1,0,0,1,0,0,18,-0.3045174163605091,0.25775348123448183,8,0.06441588839141525,0.7247661424029053,0,-0.2876857311500217,0.31094650034529636,9,0.46855487253304884,0.4312808918646442,0,12.4,0.5,Dropout
1,39,1,1,1,1.2903207521089222,1,19,4,8,-0.29391856699748226,0,0,0,1,0,0,27,-0.3045174163605091,-0.5203297926791717,8,-0.24447403876953253,0.19085246540090278,0,-0.2876857311500217,-0.5729499728367128,9,-0.4802295383789822,0.05421984826488061,0,12.7,3.7,Dropout
1,39,1,0,12,-0.9761310143078692,1,1,9,9,0.17153892371695026,1,0,0,1,0,0,52,-0.3045174163605091,-0.13128815572234495,7,0.06441588839141525,0.4874711748464598,0,-0.2876857311500217,-0.1310017362457082,6,0.46855487253304884,0.9056480112320886,0,9.4,-0.8,Graduate
2,43,1,0,1,1.214772359895029,1,1,4,5,1.9717642186860014,1,0,0,0,0,0,29,-0.3045174163605091,-0.13128815572234495,6,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-0.1310017362457082,8,-1.4290139492910132,-1.8310853697339375,0,15.5,2.8,Dropout
1,51,1,0,39,-0.22064709216893877,1,19,4,4,-0.49926745995973154,1,0,1,0,0,0,22,-0.3045174163605091,-0.13128815572234495,12,-0.5533639659304803,0.15789483101806323,0,-0.2876857311500217,-0.1310017362457082,13,-0.7964910086829925,0.17585244297448166,0,8.9,1.4,Dropout
1,43,1,0,1,-1.7316149364467996,38,38,9,6,-0.6909264267244973,1,0,0,1,0,0,28,4.943903649400054,4.537211487759576,45,4.079984941483736,0.38859827169794076,12,4.656912772990977,2.9626359198913237,26,2.366123694357111,0.25404482528779676,6,15.5,2.8,Graduate
1,39,1,0,6,0.013552923694129249,1,1,90,3,-1.3891126627961452,1,0,0,1,0,0,30,-0.3045174163605091,-0.5203297926791717,5,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-0.5729499728367128,5,-1.4290139492910132,-1.8310853697339375,0,7.6,2.6,Dropout
1,1,2,0,1,0.08154647668663342,1,1,5,3,0.07570944033456686,1,0,0,1,1,0,18,-0.3045174163605091,0.25775348123448183,7,0.6821957427133108,0.5806941978150634,0,-0.2876857311500217,0.7528947369363009,9,1.1010778131410695,0.7130630696085535,0,16.2,0.3,Graduate
1,1,2,0,1,-0.22064709216893877,38,37,5,5,-0.26653871460251527,1,0,0,1,1,0,21,-0.3045174163605091,-0.5203297926791717,5,-0.24447403876953253,0.24028891697516228,0,-0.2876857311500217,-0.5729499728367128,5,-0.4802295383789822,0.6015665244580859,0,9.4,-0.8,Graduate
1,1,1,0,1,0.6103852221838847,37,37,9,9,-0.040654932344041265,1,0,1,1,1,1,20,-0.3045174163605091,-0.13128815572234495,9,0.37330581555236303,0.5533864436121392,0,-0.2876857311500217,-0.1310017362457082,10,0.46855487253304884,0.844831713877288,0,12.7,3.7,Graduate
1,42,1,0,1,-0.74948583766619,37,37,3,3,-0.29391856699748226,1,0,0,1,1,1,21,-0.3045174163605091,0.6467951181913085,8,0.9910856698742586,0.5082344845076489,0,-0.2876857311500217,0.7528947369363009,8,1.1010778131410695,0.5599073607700474,0,9.4,-0.8,Graduate
2,39,1,1,19,0.013552923694129249,19,37,7,9,0.6780661930238303,0,0,1,0,1,0,32,-0.3045174163605091,-0.5203297926791717,5,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-0.5729499728367128,6,-1.4290139492910132,-1.8310853697339375,0,10.8,1.4,Dropout
1,1,3,0,1,-0.8250342298800831,37,37,9,9,-0.09541463713397422,1,0,0,1,0,1,20,-0.3045174163605091,-0.13128815572234495,6,0.37330581555236303,0.9818356905890547,0,-0.2876857311500217,-0.1310017362457082,7,0.46855487253304884,0.3887094837162836,0,12.4,0.5,Graduate
1,1,4,0,1,-0.06955030774115267,1,19,4,5,0.7328258978137643,1,0,1,0,0,0,19,-0.3045174163605091,-2.4655379774633057,0,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-2.7826911557917358,0,-1.4290139492910132,-1.8310853697339375,0,15.5,2.8,Dropout
1,15,1,0,1,0.013552923694129249,1,1,9,5,0.06201951413708241,0,0,1,0,0,0,18,-0.3045174163605091,-0.13128815572234495,6,-0.24447403876953253,0.1414160138266433,0,-0.2876857311500217,-0.1310017362457082,7,-0.4802295383789822,0.4191176323936841,0,8.9,1.4,Dropout
1,43,1,1,1,-0.22064709216893877,37,2,9,4,-0.054344858541524745,1,0,0,0,0,0,23,3.732729557301463,3.370086576889096,24,2.22664537851805,0.0919795622523838,0,4.656912772990977,3.4045841564823283,21,2.0498622240531006,0.24219749463426407,1,7.6,2.6,Dropout
1,1,1,0,1,-1.6560665442329066,1,1,3,3,-1.019484655464096,1,0,0,1,0,0,20,-0.3045174163605091,-0.13128815572234495,10,0.37330581555236303,0.3556406373151012,0,-0.2876857311500217,-0.1310017362457082,9,-0.16396806807497186,0.5407502271032851,0,12.4,0.5,Graduate
2,43,2,0,1,0.013552923694129249,37,37,9,9,-1.2522134008213124,1,0,0,1,1,0,46,1.31038137310428,1.0358367551481353,18,0.9910856698742586,0.16613423961377305,2,-0.2876857311500217,-0.5729499728367128,11,0.15229340222903848,0.3218115566260032,0,9.4,-0.8,Graduate
1,17,1,0,1,-0.598389053238404,3,3,2,2,-1.8682600797080602,0,0,0,1,0,0,27,6.155077741498646,4.537211487759576,19,4.079984941483736,0.3336688810598742,0,4.162452922576877,2.520687683300319,15,2.366123694357111,0.4284739858328838,0,15.5,2.8,Graduate
2,43,3,1,19,-2.48709885858573,37,37,9,9,-0.49926745995973154,1,0,0,1,0,0,41,1.714106070470477,1.0358367551481353,11,1.2999755970352063,0.28972536854942177,0,1.1956938200922778,0.31094650034529636,8,0.46855487253304884,0.3583013350388834,0,9.4,-0.8,Graduate
2,44,1,1,39,1.2903207521089222,1,1,5,5,1.828019993612427,0,0,0,1,0,0,37,4.540178952033857,3.7591282138459228,17,3.462205087161841,0.7099352069306275,0,2.6790733713345776,2.0787394467093145,14,1.7336007537490903,0.5407502271032851,0,12.4,0.5,Graduate
1,7,1,1,40,0.013552923694129249,1,37,4,1,-1.8682600797080602,0,0,0,1,1,0,26,2.9252801625690688,1.0358367551481353,11,1.2999755970352063,0.3556406373151012,0,1.6901536705063778,0.31094650034529636,7,0.7848163428370591,0.4625578447899701,0,12.4,0.5,Graduate
2,39,1,1,1,0.013552923694129249,37,37,9,7,2.4098418570054667,0,0,0,1,0,0,54,1.31038137310428,1.0358367551481353,9,1.2999755970352063,0.7511322499091773,0,0.7012339696781781,0.31094650034529636,7,0.7848163428370591,0.6971349917299153,0,8.9,1.4,Graduate
1,17,5,0,1,-0.06955030774115267,19,19,5,5,0.46587233696283975,1,0,0,1,0,0,21,-0.3045174163605091,-0.13128815572234495,6,0.37330581555236303,0.9159204218233753,0,-0.2876857311500217,-0.1310017362457082,9,0.46855487253304884,0.7231991191676869,0,10.8,1.4,Graduate
1,1,1,0,1,0.08154647668663342,1,1,9,9,0.39057774287668207,1,0,0,1,1,1,20,-0.3045174163605091,-0.13128815572234495,8,0.37330581555236303,0.9112121883401125,0,-0.2876857311500217,-0.1310017362457082,8,0.46855487253304884,0.9317121386698602,0,11.1,0.6,Graduate
1,17,6,0,1,-0.522840661024511,1,19,5,5,-0.567717090947148,1,0,0,1,1,0,18,-0.3045174163605091,-0.13128815572234495,0,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-0.1310017362457082,0,-1.4290139492910132,-1.8310853697339375,0,12.4,0.5,Dropout
1,1,2,0,1,-0.29619548438283183,38,1,4,10,0.1441590713219833,1,0,0,1,1,0,18,-0.3045174163605091,-0.13128815572234495,7,0.37330581555236303,0.3556406373151012,0,-0.2876857311500217,-0.1310017362457082,7,0.46855487253304884,0.3887094837162836,0,9.4,-0.8,Graduate
1,44,1,0,39,0.5348368299699917,1,1,4,7,0.8697251597885971,1,0,1,1,1,0,22,0.5029319783718854,-0.13128815572234495,9,0.37330581555236303,0.28972536854942177,0,0.20677411926407815,-0.1310017362457082,12,-0.4802295383789822,0.3583013350388834,0,13.9,-0.3,Dropout
1,43,1,0,1,2.196901458675639,2,1,4,4,2.3756170415117586,0,0,0,1,1,0,19,-0.3045174163605091,-0.13128815572234495,7,0.37330581555236303,0.8829627874405358,0,-0.2876857311500217,-0.1310017362457082,8,0.46855487253304884,1.0196785687723398,0,12.4,0.5,Graduate
1,1,1,0,1,1.139223967681136,3,2,4,2,0.29474825949429867,1,0,0,1,1,0,21,2.117830767836674,2.2029616660186155,12,0.9910856698742586,0.660498755356368,0,1.6901536705063778,2.0787394467093145,13,1.4173392834450798,0.4860155594839645,1,8.9,1.4,Dropout
1,17,3,0,1,-0.74948583766619,1,19,5,5,-0.6772365005270139,1,0,0,1,1,1,18,-0.3045174163605091,-0.13128815572234495,6,0.37330581555236303,0.38859827169794076,0,-0.2876857311500217,-0.1310017362457082,6,0.46855487253304884,0.6927909704902867,0,16.2,0.3,Graduate
1,17,1,0,1,1.2903207521089222,38,38,7,7,0.7191359716162817,1,0,0,1,1,1,18,-0.3045174163605091,-0.13128815572234495,6,0.37330581555236303,0.8829627874405358,0,-0.2876857311500217,-0.1310017362457082,6,0.46855487253304884,0.9968724572642895,0,8.9,1.4,Graduate
1,17,1,0,1,-1.5049697598051206,1,1,5,4,-1.40964755209237,1,0,1,1,1,0,20,-0.3045174163605091,-0.13128815572234495,10,-0.8622538930914281,0.22381009978374233,0,-0.2876857311500217,-0.1310017362457082,10,-0.16396806807497186,0.08462799694228079,0,15.5,2.8,Dropout
1,1,1,0,1,1.4414175365367083,19,37,3,8,2.0265239234759354,0,0,0,1,1,1,18,-0.3045174163605091,0.25775348123448183,10,0.6821957427133108,0.817311179749919,0,-0.2876857311500217,0.7528947369363009,8,1.1010778131410695,0.8388261045135014,0,15.5,2.8,Graduate
1,1,2,0,1,-0.22064709216893877,1,34,9,9,-0.17070923122013287,1,0,0,1,1,1,20,-0.3045174163605091,-0.13128815572234495,7,0.06441588839141525,0.4479220135870523,0,-0.2876857311500217,-0.1310017362457082,6,0.46855487253304884,0.4191176323936841,0,12.4,0.5,Graduate
1,1,1,0,1,-0.9005826220939762,1,1,1,1,-0.8346706517980724,1,0,0,1,1,0,19,-0.3045174163605091,-0.13128815572234495,10,0.37330581555236303,0.059021927869544244,0,-0.2876857311500217,-0.1310017362457082,7,0.46855487253304884,0.384365462476655,0,11.1,0.6,Graduate
1,1,1,0,1,1.5169659287506012,3,3,1,2,1.3283376874042865,1,0,0,1,1,0,18,-0.3045174163605091,-0.13128815572234495,6,0.37330581555236303,0.6193017123778183,0,-0.2876857311500217,-0.1310017362457082,6,0.15229340222903848,0.7231991191676869,0,12.7,3.7,Graduate
1,1,1,0,1,1.139223967681136,3,1,4,5,0.37688781667919957,0,0,0,1,1,0,18,-0.3045174163605091,0.6467951181913085,8,0.6821957427133108,0.7914347285259065,0,-0.2876857311500217,0.7528947369363009,8,0.7848163428370591,0.8212002383337081,0,10.8,1.4,Graduate
1,5,3,0,1,0.7614820066116709,37,37,0,90,2.1771131116482505,0,0,1,1,1,1,18,-0.3045174163605091,-0.5203297926791717,5,0.06441588839141525,0.764315303662313,0,-0.2876857311500217,-0.5729499728367128,5,0.15229340222903848,0.7231991191676869,0,7.6,2.6,Dropout
1,17,3,0,1,1.0636755754672431,19,1,5,4,0.7054460454187973,1,0,0,1,1,1,20,-0.3045174163605091,-2.4655379774633057,0,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-2.7826911557917358,0,-1.4290139492910132,-1.8310853697339375,0,12.7,3.7,Graduate
1,17,1,0,1,0.3837400455422056,1,19,9,9,-0.22546893601006582,0,0,0,1,1,1,19,-0.3045174163605091,-0.13128815572234495,6,0.37330581555236303,0.5204288092292993,0,-0.2876857311500217,-0.1310017362457082,6,0.46855487253304884,0.6927909704902867,0,11.1,0.6,Graduate
1,39,1,0,1,-0.9761310143078692,3,3,2,2,1.485771838675345,0,0,0,0,0,0,36,-0.3045174163605091,-0.13128815572234495,15,-0.8622538930914281,0.19085246540090278,0,-0.2876857311500217,0.31094650034529636,9,-1.4290139492910132,-1.8310853697339375,0,15.5,2.8,Dropout
1,17,1,0,1,0.9125787910394569,1,40,9,2,0.1578489975194658,0,0,0,1,1,1,19,-0.3045174163605091,-0.13128815572234495,7,0.37330581555236303,0.15789483101806323,0,-0.2876857311500217,-0.1310017362457082,7,0.46855487253304884,0.4364937173521985,0,11.1,0.6,Graduate
1,17,3,0,1,-1.1272277987356554,3,1,2,5,-1.1837637698338959,1,0,0,1,1,0,18,-0.3045174163605091,-0.13128815572234495,6,0.37330581555236303,0.28972536854942177,0,-0.2876857311500217,-0.1310017362457082,6,0.15229340222903848,0.6502195623419261,0,8.9,1.4,Graduate
1,1,3,0,1,-0.9005826220939762,19,19,3,3,-0.766221020810656,0,0,0,1,1,1,18,-0.3045174163605091,-0.13128815572234495,6,0.37330581555236303,0.5204288092292993,0,-0.2876857311500217,-0.1310017362457082,6,0.46855487253304884,0.3887094837162836,0,12.4,0.5,Graduate
1,1,3,0,1,0.15709486890052646,38,38,5,8,0.4111126321729078,1,0,0,1,1,1,18,-0.3045174163605091,-0.13128815572234495,6,0.37330581555236303,0.8500051530576962,0,-0.2876857311500217,-0.1310017362457082,6,0.46855487253304884,0.7536072678450871,0,8.9,1.4,Graduate
1,44,1,0,1,0.5348368299699917,1,1,9,8,1.1640585730344886,1,0,0,1,1,0,19,0.5029319783718854,0.25775348123448183,7,0.6821957427133108,0.4874711748464598,0,2.1846135209204776,1.1948429735273056,9,1.4173392834450798,0.5812944253398185,0,12.4,0.5,Graduate
1,18,3,0,1,0.9125787910394569,1,1,4,8,0.43164752146913155,1,0,0,1,1,0,18,-0.3045174163605091,0.25775348123448183,8,0.6821957427133108,0.5047033093952015,0,-0.2876857311500217,0.7528947369363009,8,1.1010778131410695,0.5316277825000649,0,11.1,0.6,Graduate
1,1,1,0,1,0.005998084472740374,1,37,9,9,-0.28022864079999876,1,0,0,1,1,1,19,-0.3045174163605091,-0.13128815572234495,8,0.37330581555236303,0.5533864436121392,0,-0.2876857311500217,-0.1310017362457082,7,0.46855487253304884,0.6623828218128862,0,8.9,1.4,Graduate
1,1,2,0,1,-1.2027761909495485,19,1,9,8,-1.1837637698338959,1,0,1,0,1,0,18,-0.3045174163605091,-0.13128815572234495,0,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-0.1310017362457082,0,-1.4290139492910132,-1.8310853697339375,0,11.1,0.6,Dropout
1,17,4,0,1,-0.598389053238404,19,19,5,5,-0.6361667219345645,1,0,0,1,1,0,19,-0.3045174163605091,-0.5203297926791717,7,0.06441588839141525,0.6061186586246825,0,-0.2876857311500217,-0.5729499728367128,6,0.15229340222903848,0.39479111345176365,0,8.9,1.4,Graduate
1,1,1,0,1,0.6103852221838847,38,38,9,9,0.07570944033456686,1,0,0,1,1,0,18,-0.3045174163605091,-0.13128815572234495,6,0.37330581555236303,0.9818356905890547,0,-0.2876857311500217,-0.1310017362457082,6,0.46855487253304884,0.7231991191676869,0,11.1,0.6,Graduate
1,1,3,0,1,-0.8250342298800831,1,3,5,3,-0.9373450982791971,0,0,0,1,1,0,19,-0.3045174163605091,0.25775348123448183,7,0.6821957427133108,0.656967580243921,0,-0.2876857311500217,0.31094650034529636,7,0.7848163428370591,0.7753273740432304,0,11.1,0.6,Graduate
1,17,3,0,1,0.6859336143977778,1,38,3,5,1.3420276136017708,1,0,0,1,1,1,18,-0.3045174163605091,-0.13128815572234495,6,0.37330581555236303,0.4874711748464598,0,-0.2876857311500217,-0.1310017362457082,6,0.46855487253304884,0.3887094837162836,0,16.2,0.3,Graduate
1,1,4,0,1,0.7614820066116709,1,3,4,7,0.16469396061820707,1,0,0,1,1,0,20,-0.3045174163605091,-0.9093714296359985,4,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-0.1310017362457082,0,-1.4290139492910132,-1.8310853697339375,0,8.9,1.4,Dropout
1,1,1,0,1,-1.3538729753773344,1,1,9,4,-1.245368437722571,1,0,1,0,1,1,22,-0.3045174163605091,-0.13128815572234495,0,-1.4800337474133236,-2.0832243070150342,0,-0.2876857311500217,-0.1310017362457082,0,-1.4290139492910132,-1.8310853697339375,0,12.4,0.5,Dropout
1,17,2,0,1,-1.5805181520190137,19,38,5,7,-1.382267699697404,1,0,0,1,1,1,18,-0.3045174163605091,0.25775348123448183,8,0.6821957427133108,0.31797476944899855,0,-0.2876857311500217,0.31094650034529636,9,0.46855487253304884,0.6623828218128862,0,11.1,0.6,Graduate
1,17,1,0,1,0.15709486890052646,19,38,9,9,0.13046914512449884,0,0,0,1,1,1,18,-0.3045174163605091,0.25775348123448183,7,0.6821957427133108,0.7140313700610662,0,-0.2876857311500217,0.7528947369363009,9,1.1010778131410695,0.655287587121493,0,11.1,0.6,Graduate
1,1,1,0,1,2.196901458675639,3,4,3,3,1.8348649567111683,0,0,0,1,1,0,18,-0.3045174163605091,0.25775348123448183,7,0.6821957427133108,0.7742025939771647,0,-0.2876857311500217,0.7528947369363009,9,1.1010778131410695,0.7495528480214337,0,11.1,0.6,Graduate
1,1,1,0,1,0.7614820066116709,19,3,4,4,1.3625625028979946,0,0,0,1,1,0,18,-0.3045174163605091,0.25775348123448183,7,0.6821957427133108,1.0242097919384199,0,-0.2876857311500217,0.31094650034529636,7,0.7848163428370591,0.9056480112320886,0,11.1,0.6,Graduate
1,16,1,0,1,-0.598389053238404,1,1,4,4,-0.4445077551697986,1,0,0,1,1,0,18,-0.3045174163605091,-0.13128815572234495,6,0.37330581555236303,0.7840898842920168,0,-0.2876857311500217,-0.1310017362457082,6,0.46855487253304884,0.510342078425885,0,12.4,0.5,Graduate
